0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:48:25 +0700] "GET /luceneweb/ HTTP/1.1" 200 4154
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:48:25 +0700] "GET /luceneweb/ HTTP/1.1" 200 4154
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:48:25 +0700] "GET /luceneweb/ HTTP/1.1" 200 4154
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:48:25 +0700] "GET /luceneweb/ HTTP/1.1" 200 4154
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:48:25 +0700] "GET /luceneweb/ HTTP/1.1" 200 4154
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:48:27 +0700] "GET /luceneweb/ HTTP/1.1" 200 4154
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:48:48 +0700] "GET /luceneweb/ HTTP/1.1" 200 4147
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:49:11 +0700] "GET /luceneweb/ HTTP/1.1" 200 4169
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:49:11 +0700] "GET /luceneweb/Logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:49:35 +0700] "GET /luceneweb/ HTTP/1.1" 200 4178
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:49:35 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:50:01 +0700] "GET /luceneweb/results.jsp?query=&maxresults=100 HTTP/1.1" 200 4083
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:50:08 +0700] "GET /luceneweb/results.jsp?query=&maxresults=12 HTTP/1.1" 200 4083
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:50:20 +0700] "GET /luceneweb/ HTTP/1.1" 200 4169
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:50:20 +0700] "GET /luceneweb/Logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:50:20 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:50:21 +0700] "GET /luceneweb/results.jsp?query=&maxresults=10 HTTP/1.1" 200 4074
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:50:34 +0700] "GET /luceneweb/results.jsp?query=&maxresults=10 HTTP/1.1" 200 4074
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:50:34 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:50:37 +0700] "GET /luceneweb/results.jsp?query=&maxresults=10 HTTP/1.1" 200 4074
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:50:40 +0700] "GET /luceneweb/results.jsp?query=&maxresults=10123 HTTP/1.1" 200 4074
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:51:01 +0700] "GET /luceneweb/ HTTP/1.1" 200 3799
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:51:01 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:51:08 +0700] "GET /luceneweb/ HTTP/1.1" 200 3926
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:51:08 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:51:11 +0700] "GET /luceneweb/results.jsp?query=asd&maxresults=10 HTTP/1.1" 200 3599
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:51:39 +0700] "GET /luceneweb/ HTTP/1.1" 200 3961
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:51:39 +0700] "GET /luceneweb/Logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:51:39 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:51:51 +0700] "GET /luceneweb/ HTTP/1.1" 200 3962
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:51:51 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:52:24 +0700] "GET /luceneweb/ HTTP/1.1" 200 4210
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:52:24 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:57:51 +0700] "GET /luceneweb/ HTTP/1.1" 200 4219
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:57:51 +0700] "GET /luceneweb/Logo.jpg HTTP/1.1" 200 17507
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:57:51 +0700] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:59:00 +0700] "GET /luceneweb/ HTTP/1.1" 200 4219
0:0:0:0:0:0:0:1 - - [12/Nov/2017:18:59:00 +0700] "GET /luceneweb/Logo.jpg HTTP/1.1" 200 35615
